Country/Region,Date,NewCases
Algeria,2020-02-07,0
Algeria,2020-02-08,0
Algeria,2020-02-08,0
Algeria,2020-02-09,0
Algeria,2020-02-09,0
Algeria,2020-02-10,0
Algeria,2020-02-10,0
Algeria,2020-02-11,0
Algeria,2020-02-11,0
Algeria,2020-02-12,0
Algeria,2020-02-12,0
Algeria,2020-02-13,0
Algeria,2020-02-13,0
Algeria,2020-02-14,0
Algeria,2020-02-14,0
Algeria,2020-02-15,0
Algeria,2020-02-15,0
Algeria,2020-02-16,0
Algeria,2020-02-16,0
Algeria,2020-02-17,0
Algeria,2020-02-17,0
Algeria,2020-02-18,0
Algeria,2020-02-18,0
Algeria,2020-02-19,0
Algeria,2020-02-19,0
Algeria,2020-02-20,0
Algeria,2020-02-20,0
Algeria,2020-02-21,0
Algeria,2020-02-21,0
Algeria,2020-02-22,0
Algeria,2020-02-22,0
Algeria,2020-02-23,0
Algeria,2020-02-23,0
Algeria,2020-02-24,0
Algeria,2020-02-24,0
Algeria,2020-02-25,1
Algeria,2020-02-25,0
Andorra,2020-01-22,0
Andorra,2020-01-23,0
Andorra,2020-01-23,0
Andorra,2020-01-24,0
Andorra,2020-01-24,0
Andorra,2020-01-25,0
Andorra,2020-01-25,0
Andorra,2020-01-26,0
Andorra,2020-01-26,0
Andorra,2020-01-27,0
Andorra,2020-01-27,0
Andorra,2020-01-28,0
Andorra,2020-01-28,0
Andorra,2020-01-29,0
Andorra,2020-01-29,0
Andorra,2020-01-30,0
Andorra,2020-01-30,0
Andorra,2020-01-31,0
Andorra,2020-01-31,0
Andorra,2020-02-01,0
Andorra,2020-02-01,0
Andorra,2020-02-02,0
Andorra,2020-02-02,0
Andorra,2020-02-03,0
Andorra,2020-02-03,0
Andorra,2020-02-04,0
Andorra,2020-02-04,0
Andorra,2020-02-05,0
Andorra,2020-02-05,0
Andorra,2020-02-06,0
Andorra,2020-02-06,0
Andorra,2020-02-07,0
Andorra,2020-02-07,0
Andorra,2020-02-08,0
Andorra,2020-02-08,0
Andorra,2020-02-09,0
Andorra,2020-02-09,0
Andorra,2020-02-10,0
Andorra,2020-02-10,0
Andorra,2020-02-11,0
Andorra,2020-02-11,0
Andorra,2020-02-12,0
Andorra,2020-02-12,0
Andorra,2020-02-13,0
Andorra,2020-02-13,0
Andorra,2020-02-14,0
Andorra,2020-02-14,0
Andorra,2020-02-15,0
Andorra,2020-02-15,0
Andorra,2020-02-16,0
Andorra,2020-02-16,0
Andorra,2020-02-17,0
Andorra,2020-02-17,0
Andorra,2020-02-18,0
Andorra,2020-02-18,0
Andorra,2020-02-19,0
Andorra,2020-02-19,0
Andorra,2020-02-20,0
Andorra,2020-02-20,0
Andorra,2020-02-21,0
Andorra,2020-02-21,0
Andorra,2020-02-22,0
Andorra,2020-02-22,0
Andorra,2020-02-23,0
Andorra,2020-02-23,0
Andorra,2020-02-24,0
Andorra,2020-02-24,0
Andorra,2020-02-25,0
Andorra,2020-02-25,0
Angola,2020-01-22,0
Angola,2020-01-23,0
Angola,2020-01-23,0
Angola,2020-01-24,0
Angola,2020-01-24,0
Angola,2020-01-25,0
Angola,2020-01-25,0
Angola,2020-01-26,0
Angola,2020-01-26,0
Angola,2020-01-27,0
Angola,2020-01-27,0
Angola,2020-01-28,0
Angola,2020-01-28,0
Angola,2020-01-29,0
Angola,2020-01-29,0
Angola,2020-01-30,0
Angola,2020-01-30,0
Angola,2020-01-31,0
Angola,2020-01-31,0
Angola,2020-02-01,0
Angola,2020-02-01,0
Angola,2020-02-02,0
Angola,2020-02-02,0
Angola,2020-02-03,0
Angola,2020-02-03,0
Angola,2020-02-04,0
Angola,2020-02-04,0
Angola,2020-02-05,0
Angola,2020-02-05,0
Angola,2020-02-06,0
Angola,2020-02-06,0
Angola,2020-02-07,0
Angola,2020-02-07,0
Angola,2020-02-08,0
Angola,2020-02-08,0
Angola,2020-02-09,0
Angola,2020-02-09,0
Angola,2020-02-10,0
Angola,2020-02-10,0
Angola,2020-02-11,0
Angola,2020-02-11,0
Angola,2020-02-12,0
Angola,2020-02-12,0
Angola,2020-02-13,0
Angola,2020-02-13,0
Angola,2020-02-14,0
Angola,2020-02-14,0
Angola,2020-02-15,0
Angola,2020-02-15,0
Angola,2020-02-16,0
Angola,2020-02-16,0
Angola,2020-02-17,0
Angola,2020-02-17,0
Angola,2020-02-18,0
Angola,2020-02-18,0
Angola,2020-02-19,0
Angola,2020-02-19,0
Angola,2020-02-20,0
Angola,2020-02-20,0
Angola,2020-02-21,0
Angola,2020-02-21,0
Angola,2020-02-22,0
Angola,2020-02-22,0
Angola,2020-02-23,0
Angola,2020-02-23,0
Angola,2020-02-24,0
Angola,2020-02-24,0
Angola,2020-02-25,0
Angola,2020-02-25,0
"Antigua and Barbuda",2020-01-22,0
"Antigua and Barbuda",2020-01-23,0
"Antigua and Barbuda",2020-01-23,0
"Antigua and Barbuda",2020-01-24,0
"Antigua and Barbuda",2020-01-24,0
"Antigua and Barbuda",2020-01-25,0
"Antigua and Barbuda",2020-01-25,0
"Antigua and Barbuda",2020-01-26,0
"Antigua and Barbuda",2020-01-26,0
"Antigua and Barbuda",2020-01-27,0
"Antigua and Barbuda",2020-01-27,0
"Antigua and Barbuda",2020-01-28,0
"Antigua and Barbuda",2020-01-28,0
"Antigua and Barbuda",2020-01-29,0
"Antigua and Barbuda",2020-01-29,0
"Antigua and Barbuda",2020-01-30,0
"Antigua and Barbuda",2020-01-30,0
"Antigua and Barbuda",2020-01-31,0
"Antigua and Barbuda",2020-01-31,0
"Antigua and Barbuda",2020-02-01,0
"Antigua and Barbuda",2020-02-01,0
"Antigua and Barbuda",2020-02-02,0
"Antigua and Barbuda",2020-02-02,0
"Antigua and Barbuda",2020-02-03,0
"Antigua and Barbuda",2020-02-03,0
"Antigua and Barbuda",2020-02-04,0
"Antigua and Barbuda",2020-02-04,0
"Antigua and Barbuda",2020-02-05,0
"Antigua and Barbuda",2020-02-05,0
"Antigua and Barbuda",2020-02-06,0
"Antigua and Barbuda",2020-02-06,0
"Antigua and Barbuda",2020-02-07,0
"Antigua and Barbuda",2020-02-07,0
"Antigua and Barbuda",2020-02-08,0
"Antigua and Barbuda",2020-02-08,0
"Antigua and Barbuda",2020-02-09,0
"Antigua and Barbuda",2020-02-09,0
"Antigua and Barbuda",2020-02-10,0
"Antigua and Barbuda",2020-02-10,0
"Antigua and Barbuda",2020-02-11,0
"Antigua and Barbuda",2020-02-11,0
"Antigua and Barbuda",2020-02-12,0
"Antigua and Barbuda",2020-02-12,0
"Antigua and Barbuda",2020-02-13,0
"Antigua and Barbuda",2020-02-13,0
"Antigua and Barbuda",2020-02-14,0
"Antigua and Barbuda",2020-02-14,0
"Antigua and Barbuda",2020-02-15,0
"Antigua and Barbuda",2020-02-15,0
"Antigua and Barbuda",2020-02-16,0
"Antigua and Barbuda",2020-02-16,0
"Antigua and Barbuda",2020-02-17,0
"Antigua and Barbuda",2020-02-17,0
"Antigua and Barbuda",2020-02-18,0
"Antigua and Barbuda",2020-02-18,0
"Antigua and Barbuda",2020-02-19,0
"Antigua and Barbuda",2020-02-19,0
"Antigua and Barbuda",2020-02-20,0
"Antigua and Barbuda",2020-02-20,0
"Antigua and Barbuda",2020-02-21,0
"Antigua and Barbuda",2020-02-21,0
"Antigua and Barbuda",2020-02-22,0
"Antigua and Barbuda",2020-02-22,0
"Antigua and Barbuda",2020-02-23,0
"Antigua and Barbuda",2020-02-23,0
"Antigua and Barbuda",2020-02-24,0
"Antigua and Barbuda",2020-02-24,0
"Antigua and Barbuda",2020-02-25,0
"Antigua and Barbuda",2020-02-25,0
Argentina,2020-01-22,0
Argentina,2020-01-23,0
Argentina,2020-01-23,0
Argentina,2020-01-24,0
Argentina,2020-01-24,0
Argentina,2020-01-25,0
Argentina,2020-01-25,0
Argentina,2020-01-26,0
Argentina,2020-01-26,0
Argentina,2020-01-27,0
Argentina,2020-01-27,0
Argentina,2020-01-28,0
Argentina,2020-01-28,0
Argentina,2020-01-29,0
Argentina,2020-01-29,0
Argentina,2020-01-30,0
Argentina,2020-01-30,0
Argentina,2020-01-31,0
Argentina,2020-01-31,0
Argentina,2020-02-01,0
Argentina,2020-02-01,0
Argentina,2020-02-02,0
Argentina,2020-02-02,0
Argentina,2020-02-03,0
Argentina,2020-02-03,0
Argentina,2020-02-04,0
Argentina,2020-02-04,0
Argentina,2020-02-05,0
Argentina,2020-02-05,0
Argentina,2020-02-06,0
Argentina,2020-02-06,0
Argentina,2020-02-07,0
Argentina,2020-02-07,0
Argentina,2020-02-08,0
Argentina,2020-02-08,0
Argentina,2020-02-09,0
Argentina,2020-02-09,0
Argentina,2020-02-10,0
Argentina,2020-02-10,0
Argentina,2020-02-11,0
Argentina,2020-02-11,0
Argentina,2020-02-12,0
Argentina,2020-02-12,0
Argentina,2020-02-13,0
Argentina,2020-02-13,0
Argentina,2020-02-14,0
Argentina,2020-02-14,0
Argentina,2020-02-15,0
Argentina,2020-02-15,0
Argentina,2020-02-16,0
Argentina,2020-02-16,0
Argentina,2020-02-17,0
Argentina,2020-02-17,0
Argentina,2020-02-18,0
Argentina,2020-02-18,0
Argentina,2020-02-19,0
Argentina,2020-02-19,0
Argentina,2020-02-20,0
Argentina,2020-02-20,0
Argentina,2020-02-21,0
Argentina,2020-02-21,0
Argentina,2020-02-22,0
Argentina,2020-02-22,0
Argentina,2020-02-23,0
Argentina,2020-02-23,0
Argentina,2020-02-24,0
Argentina,2020-02-24,0
Argentina,2020-02-25,0
Argentina,2020-02-25,0
Armenia,2020-01-22,0
Armenia,2020-01-23,0
Armenia,2020-01-23,0
Armenia,2020-01-24,0
Armenia,2020-01-24,0
Armenia,2020-01-25,0
Armenia,2020-01-25,0
Armenia,2020-01-26,0
Armenia,2020-01-26,0
Armenia,2020-01-27,0
Armenia,2020-01-27,0
Armenia,2020-01-28,0
Armenia,2020-01-28,0
Armenia,2020-01-29,0
Armenia,2020-01-29,0
Armenia,2020-01-30,0
Armenia,2020-01-30,0
Armenia,2020-01-31,0
Armenia,2020-01-31,0
Armenia,2020-02-01,0
Armenia,2020-02-01,0
Armenia,2020-02-02,0
Armenia,2020-02-02,0
Armenia,2020-02-03,0
Armenia,2020-02-03,0
Armenia,2020-02-04,0
Armenia,2020-02-04,0
Armenia,2020-02-05,0
Armenia,2020-02-05,0
Armenia,2020-02-06,0
Armenia,2020-02-06,0
Armenia,2020-02-07,0
Armenia,2020-02-07,0
Armenia,2020-02-08,0
Armenia,2020-02-08,0
Armenia,2020-02-09,0
Armenia,2020-02-09,0
Armenia,2020-02-10,0
Armenia,2020-02-10,0
Armenia,2020-02-11,0
Armenia,2020-02-11,0
Armenia,2020-02-12,0
Armenia,2020-02-12,0
Armenia,2020-02-13,0
Armenia,2020-02-13,0
Armenia,2020-02-14,0
Armenia,2020-02-14,0
Armenia,2020-02-15,0
Armenia,2020-02-15,0
Armenia,2020-02-16,0
Armenia,2020-02-16,0
Armenia,2020-02-17,0
Armenia,2020-02-17,0
Armenia,2020-02-18,0
Armenia,2020-02-18,0
Armenia,2020-02-19,0
Armenia,2020-02-19,0
Armenia,2020-02-20,0
Armenia,2020-02-20,0
Armenia,2020-02-21,0
Armenia,2020-02-21,0
Armenia,2020-02-22,0
Armenia,2020-02-22,0
Armenia,2020-02-23,0
Armenia,2020-02-23,0
Armenia,2020-02-24,0
Armenia,2020-02-24,0
Armenia,2020-02-25,0
Armenia,2020-02-25,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-22,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-23,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-24,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-25,0
Australia,2020-01-26,0
Australia,2020-01-26,3
Australia,2020-01-26,-3
Australia,2020-01-26,0
Australia,2020-01-26,0
Australia,2020-01-26,0
Australia,2020-01-26,0
Australia,2020-01-26,1
Australia,2020-01-26,-1
Australia,2020-01-26,3
Australia,2020-01-26,-3
Australia,2020-01-26,0
Australia,2020-01-26,1
Australia,2020-01-26,-1
Australia,2020-01-26,0
Australia,2020-01-26,0
Australia,2020-01-27,0
Australia,2020-01-27,1
Australia,2020-01-27,-1
Australia,2020-01-27,4
Australia,2020-01-27,-4
Australia,2020-01-27,0
Australia,2020-01-27,0
Australia,2020-01-27,0
Australia,2020-01-27,0
Australia,2020-01-27,1
Australia,2020-01-27,-1
Australia,2020-01-27,4
Australia,2020-01-27,-4
Australia,2020-01-27,0
Australia,2020-01-27,0
Australia,2020-01-27,0
Australia,2020-01-28,0
Australia,2020-01-28,0
Australia,2020-01-28,4
Australia,2020-01-28,-4
Australia,2020-01-28,0
Australia,2020-01-28,0
Australia,2020-01-28,0
Australia,2020-01-28,1
Australia,2020-01-28,-1
Australia,2020-01-28,1
Australia,2020-01-28,-1
Australia,2020-01-28,0
Australia,2020-01-28,0
Australia,2020-01-28,0
Australia,2020-01-28,4
Australia,2020-01-28,-4
Australia,2020-01-29,1
Australia,2020-01-29,-1
Australia,2020-01-29,0
Australia,2020-01-29,1
Australia,2020-01-29,-1
Australia,2020-01-29,0
Australia,2020-01-29,4
Australia,2020-01-29,-4
Australia,2020-01-29,1
Australia,2020-01-29,-1
Australia,2020-01-29,4
Australia,2020-01-29,-4
Australia,2020-01-29,0
Australia,2020-01-29,0
Australia,2020-01-29,1
Australia,2020-01-29,-1
Australia,2020-01-30,0
Australia,2020-01-30,4
Australia,2020-01-30,-4
Australia,2020-01-30,0
Australia,2020-01-30,3
Australia,2020-01-30,-3
Australia,2020-01-30,2
Australia,2020-01-30,-2
Australia,2020-01-30,0
Australia,2020-01-30,4
Australia,2020-01-30,-1
Australia,2020-01-30,-3
Australia,2020-01-30,0
Australia,2020-01-30,0
Australia,2020-01-30,2
Australia,2020-01-30,-2
Australia,2020-01-31,0
Australia,2020-01-31,4
Australia,2020-01-31,-4
Australia,2020-01-31,0
Australia,2020-01-31,0
Australia,2020-01-31,3
Australia,2020-01-31,-3
Australia,2020-01-31,2
Australia,2020-01-31,-2
Australia,2020-01-31,0
Australia,2020-01-31,3
Australia,2020-01-31,-3
Australia,2020-01-31,2
Australia,2020-01-31,2
Australia,2020-01-31,-4
Australia,2020-01-31,0
Australia,2020-02-01,0
Australia,2020-02-01,0
Australia,2020-02-01,3
Australia,2020-02-01,-2
Australia,2020-02-01,-1
Australia,2020-02-01,4
Australia,2020-02-01,-4
Australia,2020-02-01,4
Australia,2020-02-01,-4
Australia,2020-02-01,3
Australia,2020-02-01,-3
Australia,2020-02-01,4
Australia,2020-02-01,-4
Australia,2020-02-01,1
Australia,2020-02-01,-1
Australia,2020-02-01,4
Australia,2020-02-02,0
Australia,2020-02-02,-4
Australia,2020-02-02,0
Australia,2020-02-02,0
Australia,2020-02-02,4
Australia,2020-02-02,-2
Australia,2020-02-02,0
Australia,2020-02-02,-2
Australia,2020-02-02,0
Australia,2020-02-02,2
Australia,2020-02-02,-2
Australia,2020-02-02,4
Australia,2020-02-02,0
Australia,2020-02-02,-4
Australia,2020-02-02,0
Australia,2020-02-02,2
Australia,2020-02-03,-2
Australia,2020-02-03,2
Australia,2020-02-03,0
Australia,2020-02-03,2
Australia,2020-02-03,-4
Australia,2020-02-03,0
Australia,2020-02-03,4
Australia,2020-02-03,-4
Australia,2020-02-03,2
Australia,2020-02-03,-2
Australia,2020-02-03,4
Australia,2020-02-03,-4
Australia,2020-02-03,2
Australia,2020-02-03,-2
Australia,2020-02-03,4
Australia,2020-02-03,-4
Australia,2020-02-04,0
Australia,2020-02-04,4
Australia,2020-02-04,-4
Australia,2020-02-04,0
Australia,2020-02-04,4
Australia,2020-02-04,-4
Australia,2020-02-04,3
Australia,2020-02-04,-1
Australia,2020-02-04,2
Australia,2020-02-04,-4
Australia,2020-02-04,0
Australia,2020-02-04,3
Australia,2020-02-04,1
Australia,2020-02-04,-4
Australia,2020-02-04,0
Australia,2020-02-04,2
Australia,2020-02-05,-2
Australia,2020-02-05,4
Australia,2020-02-05,-4
Australia,2020-02-05,3
Australia,2020-02-05,1
Australia,2020-02-05,-4
Australia,2020-02-05,0
Australia,2020-02-05,2
Australia,2020-02-05,-2
Australia,2020-02-05,4
Australia,2020-02-05,-4
Australia,2020-02-05,4
Australia,2020-02-05,-4
Australia,2020-02-05,3
Australia,2020-02-05,-1
Australia,2020-02-05,-2
Australia,2020-02-06,0
Australia,2020-02-06,4
Australia,2020-02-06,-4
Australia,2020-02-06,2
Australia,2020-02-06,-2
Australia,2020-02-06,4
Australia,2020-02-06,0
Australia,2020-02-06,-4
Australia,2020-02-06,0
Australia,2020-02-06,4
Australia,2020-02-06,-4
Australia,2020-02-06,2
Australia,2020-02-06,2
Australia,2020-02-06,0
Australia,2020-02-06,-4
Australia,2020-02-06,0
Australia,2020-02-07,0
Australia,2020-02-07,0
Australia,2020-02-07,4
Australia,2020-02-07,-4
Australia,2020-02-07,0
Australia,2020-02-07,4
Australia,2020-02-07,-2
Australia,2020-02-07,3
Australia,2020-02-07,0
Australia,2020-02-07,-5
Australia,2020-02-07,0
Australia,2020-02-07,4
Australia,2020-02-07,-4
Australia,2020-02-07,2
Australia,2020-02-07,-2
Australia,2020-02-07,4
Australia,2020-02-08,1
Australia,2020-02-08,-5
Australia,2020-02-08,4
Australia,2020-02-08,-4
Australia,2020-02-08,2
Australia,2020-02-08,-2
Australia,2020-02-08,0
Australia,2020-02-08,4
Australia,2020-02-08,-4
Australia,2020-02-08,4
Australia,2020-02-08,-2
Australia,2020-02-08,2
Australia,2020-02-08,-4
Australia,2020-02-08,0
Australia,2020-02-08,5
Australia,2020-02-08,-5
Australia,2020-02-09,2
Australia,2020-02-09,-2
Australia,2020-02-09,4
Australia,2020-02-09,-4
Australia,2020-02-09,5
Australia,2020-02-09,-5
Australia,2020-02-09,4
Australia,2020-02-09,-4
Australia,2020-02-09,4
Australia,2020-02-09,-4
Australia,2020-02-09,2
Australia,2020-02-09,-2
Australia,2020-02-09,5
Australia,2020-02-09,-1
Australia,2020-02-09,-4
Australia,2020-02-09,0
Australia,2020-02-10,0
Australia,2020-02-10,2
Australia,2020-02-10,3
Australia,2020-02-10,-5
Australia,2020-02-10,4
Australia,2020-02-10,-4
Australia,2020-02-10,0
Australia,2020-02-10,4
Australia,2020-02-10,-4
Australia,2020-02-10,4
Australia,2020-02-10,0
Australia,2020-02-10,-4
Australia,2020-02-10,5
Australia,2020-02-10,-3
Australia,2020-02-10,-2
Australia,2020-02-10,0
Australia,2020-02-11,0
Australia,2020-02-11,5
Australia,2020-02-11,-1
Australia,2020-02-11,-4
Australia,2020-02-11,2
Australia,2020-02-11,-2
Australia,2020-02-11,4
Australia,2020-02-11,-4
Australia,2020-02-11,0
Australia,2020-02-11,4
Australia,2020-02-11,-4
Australia,2020-02-11,0
Australia,2020-02-11,4
Australia,2020-02-11,-2
Australia,2020-02-11,3
Australia,2020-02-11,-5
Australia,2020-02-12,0
Australia,2020-02-12,4
Australia,2020-02-12,-4
Australia,2020-02-12,5
Australia,2020-02-12,-3
Australia,2020-02-12,-2
Australia,2020-02-12,4
Australia,2020-02-12,-4
Australia,2020-02-12,4
Australia,2020-02-12,-4
Australia,2020-02-12,2
Australia,2020-02-12,3
Australia,2020-02-12,-5
Australia,2020-02-12,4
Australia,2020-02-12,-4
Australia,2020-02-12,0
Australia,2020-02-13,0
Australia,2020-02-13,4
Australia,2020-02-13,-4
Australia,2020-02-13,4
Australia,2020-02-13,-4
Australia,2020-02-13,0
Australia,2020-02-13,2
Australia,2020-02-13,3
Australia,2020-02-13,-1
Australia,2020-02-13,-4
Australia,2020-02-13,2
Australia,2020-02-13,3
Australia,2020-02-13,-5
Australia,2020-02-13,4
Australia,2020-02-13,-4
Australia,2020-02-13,0
Australia,2020-02-14,2
Australia,2020-02-14,3
Australia,2020-02-14,-5
Australia,2020-02-14,4
Australia,2020-02-14,0
Australia,2020-02-14,-4
Australia,2020-02-14,0
Australia,2020-02-14,0
Australia,2020-02-14,0
Australia,2020-02-14,0
Australia,2020-02-14,0
Australia,2020-02-14,4
Australia,2020-02-14,-4
Australia,2020-02-14,2
Australia,2020-02-14,3
Australia,2020-02-14,-1
Australia,2020-02-15,1
Australia,2020-02-15,-3
Australia,2020-02-15,-2
Australia,2020-02-15,4
Australia,2020-02-15,-4
Australia,2020-02-15,0
Australia,2020-02-15,4
Australia,2020-02-15,-4
Australia,2020-02-15,0
Australia,2020-02-15,4
Australia,2020-02-15,-4
Australia,2020-02-15,2
Australia,2020-02-15,-2
Australia,2020-02-15,0
Australia,2020-02-15,4
Australia,2020-02-15,1
Australia,2020-02-16,-3
Australia,2020-02-16,-2
Australia,2020-02-16,0
Australia,2020-02-16,4
Australia,2020-02-16,-4
Australia,2020-02-16,4
Australia,2020-02-16,-4
Australia,2020-02-16,5
Australia,2020-02-16,-5
Australia,2020-02-16,4
Australia,2020-02-16,-4
Australia,2020-02-16,2
Australia,2020-02-16,3
Australia,2020-02-16,-5
Australia,2020-02-16,0
Australia,2020-02-16,4
Australia,2020-02-17,0
Australia,2020-02-17,-4
Australia,2020-02-17,2
Australia,2020-02-17,-2
Australia,2020-02-17,4
Australia,2020-02-17,1
Australia,2020-02-17,-5
Australia,2020-02-17,0
Australia,2020-02-17,0
Australia,2020-02-17,4
Australia,2020-02-17,-4
Australia,2020-02-17,2
Australia,2020-02-17,-2
Australia,2020-02-17,4
Australia,2020-02-17,-4
Australia,2020-02-17,5
Australia,2020-02-18,-1
